,champion,voice_line,is_spoken,gender,role,win_rate,pick_rate,ban_rate,region
211,Aatrox,"March flesh, march toward them! We have horrors to sow! Lives to reap! Let me make them regret... being free.",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
212,Aatrox,Dark deeds I will do this day... Though I will carry myself as my former pride dictates!,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
213,Aatrox,"I shall not kiss the ground, nor let myself be wielded as a tool! I am damned, but I will remake this world in my dark image!",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
214,Aatrox,Let me tear their flesh from them. Let me break their souls... And murder their dreams.,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
215,Aatrox,I am but an unholy copy of life... A mockery of its freedom... And born in the cruel betrayal of the noble ideals I would've served.,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
216,Aatrox,"I touched the stars, and saw the glorious light of a thousand suns! Now, blinded by this elegance, how could my purpose be anything... but dark...",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
217,Aatrox,"I beg, let some challenge me today... So that I may tear out their hearts! Pray! Let me watch them die, eyes knowing they served... my dark purpose...",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
218,Aatrox,"Where I was excellence, I am deformed... Recast poorly with these crude materials. But this abomination of flesh well serves my murderous intent.",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
219,Aatrox,"To war, Aatrox! They shall not rob us of our nobility! We shall stand, and spit venom at our tormentors for eternity!",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
220,Aatrox,"""No beast so fierce, but knows some touch of pity... But I know none... and therefore am no beast."" *Laughs*",False,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
221,Aatrox,Come closer! I will show you... darkness!,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
222,Aatrox,This violence shall amuse!,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
223,Aatrox,"Pray, fool! You face a Darkin.",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
224,Aatrox,"Come, fight me!",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
225,Aatrox,Do you see my edge?! Your death awaits!,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
226,Aatrox,I am in a cage within a prison... But this foul shape reminds me of my purpose!,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
227,Aatrox,"I shall regard their cries as braying steeds, waiting to be whipped, broken, and bridled!",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
228,Aatrox,"We march to battle... Let me carve flesh, let me cloak myself in the slaughter! Hide me in their carnage... Hide me from this suffering...",True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
229,Aatrox,I do not obey! I cannot lay down! I will be the ender of all things!,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
230,Aatrox,Our duel begins.,True,Male,"Fighter, Tank",49.59%,6.41%,4.48%,Runeterra
231,Ahri,Their twinkle is totally all gone.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
232,Ahri,"You're dead, for reals.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
233,Ahri,Oops.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
234,Ahri,An enemy has been slain.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
235,Ahri,The sparkle in their heart is out.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
236,Ahri,They got that one.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
237,Ahri,They didn't know what they were up against.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
238,Ahri,An enemy is totes dead.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
239,Ahri,That's one down.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
240,Ahri,Your ally has been slain.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
241,Ahri,Your ally has been slain ...,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
242,Ahri,Your fellow stars are fading.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
243,Ahri,Even stars fall.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
244,Ahri,"Uh uh, deadsies.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
245,Ahri,Your ally's light's been extinguished.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
246,Ahri,Your team is super cool.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
247,Ahri,Awkward.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
248,Ahri,That's the spirit.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
249,Ahri,"Ahah, Kiko says: don't die.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
250,Ahri,"Minions have spawned, let's light it up.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
251,Ahri,"Minions have spawned, it's go time.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
252,Ahri,Executed!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
253,Ahri,"Minions have spawned, their robes are so adorable.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
254,Ahri,The altars will unlock in thirty seconds.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
255,Ahri,The altars have unlocked.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
256,Ahri,First blood.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
257,Ahri,"Blood in, blood ouch.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
258,Ahri,You have slain an enemy.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
259,Ahri,Oh! That looked fun.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
260,Ahri,That's one way to beat back the darkness.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
261,Ahri,"A-Alright, now it's a party.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
262,Ahri,Stellar.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
263,Ahri,That's how you do it.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
264,Ahri,"By the first star, that was hot!",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
265,Ahri,Shine on!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
266,Ahri,You have been slain.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
267,Ahri,Better luck next time!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
268,Ahri,E-Executed!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
269,Ahri,Pentakill takes penta-skill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
270,Ahri,Lamesauce.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
271,Ahri,"That's four, if you're keeping score; which we are.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
272,Ahri,"That's not five but, who's counting? Oh wait, I am.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
273,Ahri,Pentakill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
274,Ahri,Pentakill!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
275,Ahri,That was... magical.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
276,Ahri,Five's my lucky number.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
277,Ahri,I think I'm in love.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
278,Ahri,The more the merrier.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
279,Ahri,"So are you, uh... doing anything after the game?",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
280,Ahri,Defense! Defense! Defense!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
281,Ahri,Their light's getting brighter!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
282,Ahri,Enemy triplekill!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
283,Ahri,Enemy triplekill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
284,Ahri,You're down three.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
285,Ahri,Minions have spawned.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
286,Ahri,"Boo, three for them.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
287,Ahri,Enemy doublekill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
288,Ahri,Quadrakill!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
289,Ahri,Quadrakill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
290,Ahri,Third times the charm.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
291,Ahri,"Don't worry, I won't tell anybody.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
292,Ahri,Aced.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
293,Ahri,Aced!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
294,Ahri,Aced ...,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
295,Ahri,Eh eh! Aced.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
296,Ahri,Space-aced!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
297,Ahri,They're all cosmic dust.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
298,Ahri,What? No more? sigh,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
299,Ahri,Double kill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
300,Ahri,Double kill!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
301,Ahri,Double kill. How cute.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
302,Ahri,That's totes adorbs.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
303,Ahri,"Two for one, always fun.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
304,Ahri,"Double the fatalities, double the fun.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
305,Ahri,Triplekill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
306,Ahri,Hat trick.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
307,Ahri,I can't wait for the next one.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
308,Ahri,Whoops.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
309,Ahri,You've got like thirty seconds till those little guys show up.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
310,Ahri,My favorite part.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
311,Ahri,Thirty seconds until this party starts.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
312,Ahri,Found you!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
313,Ahri,Forget everything.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
314,Ahri,Your path is clear.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
315,Ahri,Playtime's just beginning!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
316,Ahri,Run with me!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
317,Ahri,A chase then!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
318,Ahri,Ehehe! That was fun!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
319,Ahri,"Find me, find yourself.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
320,Ahri,You've earned your rest.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
321,Ahri,Don't worry. I'm here for the next part too.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
322,Ahri,Go and wander awhile.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
323,Ahri,It's time for you to go.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
324,Ahri,Get in touch with your spiritual side.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
325,Ahri,I know it's hard to let go.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
326,Ahri,You'll have more fun in your afterlife.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
327,Ahri,What else can I chase?,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
328,Ahri,One more soul to greet.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
329,Ahri,"When all goes dark, you'll see a fox. Follow it.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
330,Ahri,I won't lead you astray.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
331,Ahri,Don't get lost.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
332,Ahri,Enemy quadrakill.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
333,Ahri,Chase... and play!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
334,Ahri,Lost and... found!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
335,Ahri,Ahri imitates a growl.,False,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
336,Ahri,Snakes! Gross!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
337,Ahri,Wake up Lillia!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
338,Ahri,Your chains are illusion Thresh!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
339,Ahri,Isn't this easier?,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
340,Ahri,Hasagi!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
341,Ahri,Spirits are calling!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
342,Ahri,"Cute, aren't they?",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
343,Ahri,Time to show them the way.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
344,Ahri,Spirit-fire!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
345,Ahri,Hello little spirits.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
346,Ahri,Follow.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
347,Ahri,Rest now.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
348,Ahri,Which brother are you again?,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
349,Ahri,Ehehe! Thanks for playing!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
350,Ahri,I hope you're happy now.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
351,Ahri,All you've got to do next is forget.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
352,Ahri,"Ready or not, it's time to sparkle.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
353,Ahri,It's go time.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
354,Ahri,Welcome to the Howling Abyss!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
355,Ahri,Welcome to the Howling Abyss! Watch out for the icy patch.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
356,Ahri,Welcome to the Twisted Treeline!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
357,Ahri,Welcome to the Twisted Treeline! Spooky.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
358,Ahri,Welcome to the Crystal Scar!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
359,Ahri,Time to sparkle.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
360,Ahri,"No favoritism, foxy lady, but I hope you win.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
361,Ahri,Looking good!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
362,Ahri,Thirty seconds until minions spawn.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
363,Ahri,"Tick tock, thirty seconds.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
364,Ahri,Party crashers in thirty seconds.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
365,Ahri,Put your game face on in thirty seconds.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
366,Ahri,Get your starlight ready in thirty seconds.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
367,Ahri,Aww! those cute little minions hit the rift in like thirty seconds.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
368,Ahri,Foxy!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
369,Ahri,Welcome to Summoner's Rift!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
370,Ahri,Ugh. Like chasing your own tails...,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
371,Ahri,Hmph. Didn't need a guide for that one.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
372,Ahri,Got your tail! Ehehe!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
373,Ahri,"Farewell Wolf, Lamb. Let's play again soon!",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
374,Ahri,"I hope you find peace this time, Lillia.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
375,Ahri,You'll never catch me dragging that sword around.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
376,Ahri,"Sorry, Teemo, I'm much better at hide and seek.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
377,Ahri,You've reached your threshold. Ehehe!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
378,Ahri,"You need claws to hunt, Vayne.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
379,Ahri,Death is like the wind.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
380,Ahri,"I accept your surrender, Yone.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
381,Ahri,I really enjoy my work!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
382,Ahri,Ahri hums.,False,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
383,Ahri,Even spirit should make time for peaceful moments.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
384,Ahri,A good rest is the best part of the job.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
385,Ahri,Ugh. I'll..see myself out.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
386,Ahri,Tag... I'm... it.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
387,Ahri,Hey... it's... me.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
388,Ahri,I got caught up in the chase.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
389,Ahri,"Here they come, thirty seconds.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
390,Ahri,"Quadrakill? Ugh, more like squadrakill.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
391,Ahri,We make a stand here!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
392,Ahri,Enemy pentakill!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
393,Ahri,Another Guardian lost!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
394,Ahri,Guardians look at for each other.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
395,Ahri,"Come together, now!",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
396,Ahri,"Together, we can do anything!",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
397,Ahri,This is a big one.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
398,Ahri,Nice work!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
399,Ahri,"No fear, we can do this!",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
400,Ahri,One of our Guardians is down.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
401,Ahri,We did it!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
402,Ahri,Here they come.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
403,Ahri,Hang in there!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
404,Ahri,That's the spirit!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
405,Ahri,Watch out!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
406,Ahri,Large wave incoming!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
407,Ahri,Large threat incoming!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
408,Ahri,The city is in danger.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
409,Ahri,Awesomesauce!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
410,Ahri,They need our help!,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
411,Ahri,"Star Guardians, show 'em what you're made off.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
412,Ahri,The battle has begun.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
413,Ahri,#Winning.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
414,Ahri,Amazeballs.,True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
415,Ahri,"Stars don't kill people, you do.",True,Female,"Mage, Assassin",49.45%,9.35%,7.71%,Ionia
